x,y,z
40.305,334.043,-157.732
41.376,335.566,-128.169
38.472,332.277,-138.12
23.291,333.143,-171.118
40.08,334.118,-151.324
38.478,332.895,-127.845
41.173,335.537,-128.2
38.538,332.669,-163.063
38.487,332.53,-138.195
40.358,334.203,-150.492
39.12,333.628,-162.208
43.212,338.157,-136.488
36.655,331.302,-139.372
40.059,334.308,-158.591
36.154,330.365,-156.863
39.664,333.905,-152.698
44.397,339.631,-142.431
35.426,329.796,-109.365
35.731,330.551,-122.415
38.263,333.426,-127.998
22.767,332.993,-170.976
26.082,330.745,-170.484
36.842,330.86,-152.074
44.722,340.114,-132.871
23.483,334.03,-170.641
47.974,327.989,-144.563
42.311,337.53,-119.208
37.838,332.579,-154.825
38.669,333.917,-161.856
36.749,331.496,-155.338
38.172,333.529,-128.179
39.162,334.406,-161.001
36.401,331.503,-140.272
37.266,332.068,-155.764
24.259,333.978,-169.766
38.104,333.599,-127.936
38.049,333.747,-128.272
25.439,333.918,-169.398
36.913,331.693,-155.007
34.496,329.881,-113.804
26.421,331.816,-169.883
25.681,333.801,-169.391
26.399,331.434,-169.994
41.758,338.135,-125.538
38.526,334.271,-160.037
45.089,331.79,-148.41
41.318,330.633,-163.547
41.563,330.446,-163.559
44.968,331.503,-148.464
45.236,332.768,-148.479
42.708,328.785,-163.652
35.34,332.599,-143.452
36.174,331.819,-159.296
41.634,338.27,-129.444
41.111,338.012,-136.357
41.261,338.194,-129.186
40.079,337.164,-119.246
36.85,333.684,-131.196
36.826,333.88,-131.129
34.81,331.691,-122.705
36.952,334.139,-130.962
42.515,340.269,-143.658
40.646,338.356,-132.101
35.263,332.475,-148.459
39.644,337.53,-129.379
40.653,338.3,-131.903
40.562,338.341,-131.773
34.703,331.924,-109.982
40.51,338.338,-131.98
37.685,335.778,-129.41
37.721,335.865,-129.619
40.319,338.37,-132.281
40.36,338.373,-132.056
40.18,338.361,-132.375
37.502,335.635,-128.982
37.473,336.019,-128.835
39.871,338.472,-132.625
40.788,339.715,-142.004
34.148,332.211,-110.988
35.336,333.649,-145.933
33.496,331.95,-111.985
36.226,334.921,-134.216
37.665,336.085,-129.08
37.64,336.18,-128.897
35.175,333.778,-146.034
38.972,337.988,-138.181
38.94,338.036,-137.86
38.607,337.887,-137.954
39.824,339.233,-139.721
41.02,340.026,-142.987
38.021,337.43,-117.867
38.732,337.903,-139.102
38.569,337.724,-138.121
36.698,336.176,-127.372
39.401,338.981,-124.554
35.376,334.486,-143.939
38.669,337.76,-138.988
38.278,337.991,-123.719
39.227,339.242,-135.815
37.11,336.803,-130.007
39.028,339.264,-136.316
34.425,334.416,-146.139
38.6,339.079,-137.205
38.763,339.017,-137.012
32.152,331.665,-117.426
35.957,336.24,-136.26
34.378,333.972,-156.505
36.687,336.772,-114.612
34.12,333.841,-156.352
36.824,337.269,-130.128
51.457,340.807,-136.027
36.318,336.652,-114.394
38.534,339.263,-133.757
54.246,334.943,-137.099
54.202,335.129,-137.062
54.256,334.763,-137.134
54.266,333.08,-137.376
36.577,337.339,-118.346
38.598,339.27,-143.358
38.414,339.41,-133.802
38.246,338.961,-140.895
32.014,332.44,-113.838
38.316,339.48,-153.948
33.628,334.358,-152.39
36.08,337.458,-142.77
37.751,339.543,-144.352
35.81,337.886,-125.806
35.34,337.337,-120.954
40.195,342.694,-133.163
38.921,341.913,-129.044
39.886,342.626,-131.595
34.953,337.038,-116.571
35.597,337.873,-122.658
40.261,343.126,-133.093
40.217,343.352,-132.951
35.858,337.982,-124.324
32.422,334.524,-119.018
35.169,337.276,-124.289
40.083,342.774,-136.311
35.047,337.499,-121.298
36.676,339.076,-125.97
40.646,343.638,-134.331
38.315,341.27,-151.219
32.614,335.321,-152.648
34.395,337.207,-120.016
40.398,343.771,-133.404
40.608,343.961,-133.822
37.702,341.172,-149.825
32.992,335.766,-119.739
38.688,342.178,-129.604
41.109,344.652,-135.695
37.649,340.752,-138.992
33.778,336.6,-121.04
41.098,344.618,-135.487
38.396,342.111,-129.396
34.148,337.12,-120.673
36.651,340.16,-128.033
34.717,339.287,-134.592
33.13,336.236,-117.245
36.978,340.686,-146.065
32.24,335.167,-116.727
35.735,339.415,-129.098
30.595,333.57,-162.937
35.679,339.48,-134.048
34.061,338.122,-134.839
33.61,337.378,-145.678
36.041,339.988,-134.645
30.264,333.91,-161.156
31.677,335.546,-163.21
39.378,343.98,-132.462
35.328,339.28,-132.02
31.591,335.407,-163.868
34.005,338.507,-137.334
35.093,321.185,-166.232
36.487,341.272,-128.954
36.435,341.145,-139.658
36.216,341.346,-149.562
35.03,339.527,-132.717
33.215,338.281,-148.438
34.982,339.743,-133.319
35.655,341.03,-148.966
30.15,338.752,-156.021
51.635,329.195,-136.025
28.12,332.448,-165.825
38.931,344.893,-138.657
35.658,341.288,-149.595
48.604,324.994,-120.35
35.297,340.454,-134.52
29.601,334.965,-166.182
29.997,334.65,-165.675
34.651,340.648,-132.467
37.897,344.268,-132.566
39.294,345.949,-135.607
29.491,335.226,-166.381
25.748,330.992,-167.69
34.679,340.742,-132.167
33.569,339.451,-148.639
38.107,344.953,-138.325
29.911,336.123,-156.929
34.896,342.037,-154.678
37.554,344.518,-137.934
33.955,340.763,-138.286
34.157,341.284,-150.401
34.955,342.492,-134.503
34.673,341.65,-132.878
29.033,336.145,-166.019
35.814,343.231,-136.114
35.774,343.56,-136.046
35.63,343.617,-135.714
28.549,336.025,-167.636
33.498,341.215,-156.128
36.959,345.24,-136.17
24.026,331.768,-168.709
35.901,344.306,-135.708
25.929,333.694,-169.294
30.677,338.84,-162.31
33.27,341.904,-154.223
25.858,333.928,-169.205
30.213,338.26,-156.826
28.705,336.793,-165.607
28.169,336.62,-167.269
32.746,341.747,-153.121
30.543,339.576,-154.875
31.929,341.233,-155.032
24.947,333.97,-169.601
28.08,337.807,-165.214
27.71,338.276,-164.839
23.761,333.967,-168.529
23.827,333.887,-168.725
26.179,337.071,-161.873
27.411,338.216,-164.777
25.836,336.612,-164.175
25.745,337.059,-163.538
25.909,337.117,-164.353
26.017,337.254,-164.902
26.13,337.361,-164.73
25.922,337.165,-164.761
25.994,337.257,-164.532
25.886,337.07,-164.565
26.13,337.476,-164.466
25.786,337.431,-162.858
61.065,340.881,-156.173
60.583,343.422,-149.629
37.467,336.652,-128.648
55.443,342.364,-141.361
45.51,329.428,-131.522
45.7,329.351,-132.145
45.672,329.514,-131.113
45.892,329.312,-132.174
41.128,337.232,-122.758
41.972,337.276,-122.903
37.739,326.403,-159.819
66.067,340.827,-159.821
66.214,341.037,-159.565
65.395,339.908,-157.843
45.24,327.667,-140.932
37.622,332.023,-130.801
54.128,333.907,-137.705
58.804,342.569,-138.872
58.725,340.242,-135.566
66.854,340.245,-166.189
44.337,334.891,-127.609
44.113,334.951,-127.486
44.174,335.05,-127.67
44.511,334.71,-127.492
62.895,341.749,-161.695
32.05,331.673,-116.911
60.65,341.165,-155.995
62.223,335.279,-138.751
60.025,334.138,-139.262
61.842,338.449,-141.602
54.018,334.104,-137.52
48.255,325.283,-124.436
48.009,324.775,-124.265
53.739,329.612,-135.496
57.133,332.904,-139.372
56.442,332.599,-141.456
54.842,330.235,-136.166
55.686,331.568,-137.124
55.476,331.385,-136.933
67.11,338.929,-165.582
48.8,324.727,-119.682
48.678,324.79,-119.993
47.892,324.33,-123.664
38.631,326.494,-124.873
58.521,331.755,-129.179
55.145,329.074,-128.171
54.953,329.164,-128.205
58.142,330.825,-130.817
56.225,337.778,-133.526
57.859,338.936,-133.658
57.098,337.499,-133.35
58.826,337.402,-133.567
57.736,335.853,-137.338
57.543,335.809,-137.422
57.296,335.759,-137.514
57.631,335.696,-137.273
57.557,337.582,-136.417
59.677,335.882,-131.68
59.527,336.001,-131.754
59.688,335.923,-131.878
59.767,335.848,-132.043
58.283,335.403,-136.919
58.945,337.074,-133.012
57.432,335.697,-137.318
59.422,336.327,-132.28
59.296,336.411,-132.109
59.13,336.587,-132.143
56.243,335.687,-128.824
48.116,333.687,-127.957
48.136,333.731,-128.168
48.295,333.608,-128.049
48.018,333.759,-127.735
43.912,335.031,-127.507
43.984,335.063,-127.637
43.77,335.065,-127.534
43.828,335.056,-127.648
44.05,335.197,-127.738
48.438,333.508,-127.962
47.265,334.13,-128.425
47.203,334.008,-128.306
45.346,334.297,-127.6
45.672,334.227,-127.743
45.151,334.381,-127.626
42.383,335.324,-127.618
46.184,334.055,-127.702
41.825,335.493,-127.828
48.9,332.361,-127.616
44.732,334.573,-127.466
40.517,335.845,-128.25
39.852,336.18,-128.418
39.707,336.235,-128.421
43.244,335.383,-127.176
45.064,334.411,-127.489
49.085,332.783,-127.651
49.048,332.953,-127.589
40.495,335.954,-128.367
49.015,333.247,-127.321
48.349,333.583,-127.851
54.732,329.892,-127.962
69.393,363.806,121.039
49.469,326.678,-118.542
48.951,328.089,-120.773
48.636,325.958,-120.759
48.741,326.136,-120.663
48.684,331.652,-127.856
55.282,328.978,-128.149
57.567,330.824,-128.222
59.087,335.237,-130.718
56.432,337.391,-133.658
58.836,336.463,-131.938
59.099,336.443,-131.976
59.33,336.276,-131.952
41.109,335.57,-128.099
40.333,336.046,-128.41
42.417,335.166,-127.799
57.35,334.93,-129.321
58.604,333.807,-129.86
58.137,335.648,-131.661
56.97,336.46,-133.42
56.867,337.4,-133.388
56.915,337.624,-133.34
56.748,337.264,-133.451
49.003,331.025,-124.956
46.978,330.894,-127.692
41.1,327.885,-127.143
58.291,338.236,-133.757
56.6,337.328,-133.536
56.285,328.875,-128.121
56.691,328.95,-128.153
54.464,329.378,-128.196
47.603,330.936,-128.193
47.397,330.883,-128.203
47.066,329.2,-126.426
39.961,336.117,-128.447
39.919,336.177,-128.512
48.766,332.138,-127.637
39.047,336.373,-128.648
58.892,334.371,-130.282
57.892,329.781,-128.226
49.282,332.08,-125.711
56.858,328.887,-128.098
54.967,330.197,-127.917
48.919,332.504,-127.463
48.91,326.516,-120.311
48.022,330.825,-126.425
54.992,334.0,-128.577
55.426,330.188,-127.92
39.791,336.221,-128.519
39.64,336.365,-128.689
56.28,330.421,-127.988
56.525,330.5,-127.991
33.939,331.831,-121.915
54.102,334.697,-137.209
37.922,337.384,-129.89
39.512,337.582,-129.487
39.403,337.647,-129.591
52.844,339.57,-136.229
41.007,338.086,-136.22
40.469,338.011,-136.494
39.378,338.144,-137.211
38.652,338.131,-137.6
38.636,337.648,-138.457
38.599,334.363,-138.672
38.665,337.74,-138.295
38.554,337.562,-138.286
37.747,333.378,-136.27
38.08,337.797,-137.701
36.783,336.106,-136.767
36.411,337.547,-137.659
53.056,337.318,-136.749
53.092,337.175,-136.812
53.092,337.892,-136.565
53.063,338.27,-136.625
53.094,338.413,-136.538
53.076,338.091,-136.587
53.295,337.901,-136.48
53.128,338.57,-136.438
53.052,338.591,-136.575
53.052,338.9,-136.379
38.079,339.774,-133.928
37.966,339.885,-134.01
36.9,340.462,-135.226
36.693,340.443,-135.117
38.242,337.937,-137.704
38.386,332.951,-136.839
42.282,328.35,-136.372
34.892,341.182,-139.157
54.219,333.637,-137.298
54.367,333.634,-137.276
54.272,334.162,-137.205
38.279,339.565,-133.66
34.357,339.797,-138.729
38.065,340.154,-138.232
51.063,340.778,-135.845
37.751,338.941,-138.001
38.013,339.891,-133.831
38.129,339.754,-133.727
38.296,338.292,-131.22
39.028,337.951,-130.511
38.967,338.04,-130.646
37.516,338.674,-131.969
38.86,338.057,-130.771
40.885,338.486,-131.083
38.786,338.171,-130.844
38.685,338.2,-130.944
37.902,340.02,-133.927
39.82,339.136,-132.017
40.387,338.783,-131.521
40.326,338.593,-131.686
40.135,338.645,-131.843
39.76,338.874,-132.137
40.409,338.413,-131.834
39.748,339.346,-132.11
39.549,339.33,-132.247
38.91,339.301,-132.77
39.089,339.393,-132.598
38.902,339.534,-132.733
39.327,338.837,-132.749
39.212,338.826,-132.992
39.38,338.965,-132.521
38.492,339.508,-133.167
40.863,338.758,-131.116
38.402,339.699,-133.224
39.42,338.707,-132.938
38.237,339.758,-133.477
40.99,338.627,-130.967
45.969,338.254,-138.387
56.124,335.042,-137.975
55.223,334.015,-137.932
45.86,338.21,-138.429
55.623,334.474,-137.903
54.905,334.758,-137.312
45.887,333.476,-160.691
35.849,336.612,-130.891
67.268,341.672,-160.301
45.6,327.657,-136.906
61.342,338.621,-129.975
52.181,331.452,-106.741
50.783,323.685,-107.522
50.264,323.285,-115.034
50.188,323.023,-116.859
60.111,340.283,-142.997
57.57,339.879,-145.705
57.801,340.01,-145.558
57.551,339.998,-145.57
58.128,340.012,-145.344
56.981,340.175,-144.955
56.863,340.202,-144.869
56.667,340.346,-144.581
56.599,340.227,-144.651
56.484,340.391,-144.498
57.398,340.05,-145.205
59.135,340.209,-143.367
59.226,340.244,-143.5
57.272,340.076,-145.344
60.444,340.153,-142.515
59.232,340.264,-143.668
57.335,339.998,-145.484
57.403,339.878,-145.612
60.614,336.102,-147.874
60.008,338.572,-149.559
60.883,336.122,-147.522
61.043,337.055,-148.815
56.675,340.055,-144.758
59.745,336.151,-147.597
57.45,338.875,-145.466
57.544,338.693,-145.564
57.046,339.177,-145.168
56.387,340.195,-144.591
57.615,342.086,-148.328
58.76,338.522,-146.565
59.107,337.014,-146.944
62.992,339.379,-151.846
61.421,339.282,-152.413
61.777,339.303,-152.281
62.859,339.624,-152.015
60.973,339.104,-152.222
61.327,339.219,-152.351
62.069,337.117,-149.053
60.186,336.965,-148.22
59.849,336.055,-147.677
60.552,336.202,-148.01
59.901,337.915,-148.541
52.796,329.637,-154.018
62.948,320.672,-168.696
65.115,323.268,-169.564
56.482,334.554,-162.624
54.976,332.693,-160.058
62.007,333.886,-161.522
62.394,331.845,-159.747
62.254,331.643,-159.759
57.828,332.913,-163.532
61.876,330.596,-166.236
59.916,328.361,-166.51
63.781,325.206,-169.992
60.647,329.256,-166.424
59.388,333.71,-163.33
64.432,323.285,-169.774
59.19,333.617,-163.347
59.008,333.53,-163.367
61.576,334.092,-162.569
55.177,333.508,-161.291
62.325,325.651,-169.709
57.2,333.653,-163.079
62.232,326.961,-168.749
63.772,326.705,-168.9
62.753,332.818,-163.944
55.8,339.253,-149.481
56.133,338.443,-151.182
56.376,338.403,-147.356
56.558,338.163,-147.872
56.945,336.761,-150.721
56.507,338.099,-146.596
55.978,338.125,-146.779
55.157,339.737,-145.18
55.159,338.884,-145.615
55.303,337.884,-146.326
55.338,338.003,-146.177
55.176,337.914,-146.243
57.716,337.785,-146.718
59.912,334.018,-148.032
55.041,337.83,-146.319
55.702,337.932,-146.617
53.891,337.661,-142.937
55.032,338.386,-145.821
54.498,341.206,-144.086
54.871,337.75,-146.375
53.424,338.197,-146.81
55.094,340.135,-144.959
51.068,339.207,-146.935
53.04,338.468,-141.614
54.641,337.491,-144.47
54.62,337.553,-144.134
55.067,339.201,-145.408
55.01,340.35,-142.063
54.774,337.363,-144.866
52.752,338.628,-146.876
52.961,338.53,-146.974
52.6,338.851,-147.228
51.97,339.46,-146.563
51.932,332.994,-150.603
51.445,335.828,-150.369
51.936,336.274,-149.895
50.944,337.316,-149.0
49.996,338.424,-147.696
52.324,335.124,-150.172
52.319,335.877,-150.141
53.59,332.941,-152.951
51.583,335.943,-150.104
52.767,329.902,-151.412
51.181,334.176,-150.731
50.786,335.402,-151.533
52.318,335.293,-150.139
52.57,331.313,-151.023
51.486,336.287,-149.814
52.311,333.524,-150.432
53.262,331.048,-150.067
52.631,333.069,-150.487
53.729,331.333,-150.309
52.178,328.705,-164.472
46.861,324.597,-167.047
44.171,328.123,-145.705
44.885,329.732,-147.625
44.942,328.476,-145.946
43.43,327.75,-148.459
43.561,327.912,-150.439
44.019,328.549,-152.028
44.633,334.856,-146.539
42.347,334.471,-146.727
44.296,334.351,-146.997
44.265,334.341,-147.185
44.179,334.284,-147.368
45.342,336.428,-144.894
45.438,336.443,-144.826
42.23,335.345,-146.533
45.431,338.56,-140.224
45.566,338.513,-140.334
46.525,336.213,-142.433
46.25,336.6,-142.647
46.375,336.875,-141.902
45.783,337.023,-144.454
45.958,336.957,-143.395
46.223,331.182,-149.99
45.677,331.499,-156.004
52.762,329.767,-163.953
53.223,324.29,-164.831
53.171,323.762,-164.689
53.747,323.2,-165.02
53.513,326.668,-164.475
53.652,320.851,-167.258
49.434,313.536,-169.182
48.231,318.968,-167.154
46.986,319.471,-165.298
46.799,322.31,-166.225
46.858,323.169,-166.83
46.991,323.449,-166.617
46.893,322.711,-166.63
46.197,324.094,-165.19
45.93,329.9,-164.116
46.867,328.999,-164.391
45.482,330.63,-154.657
45.995,329.938,-149.679
45.816,328.201,-142.065
45.02,328.426,-145.784
43.799,328.316,-152.778
41.778,334.771,-146.711
45.159,332.24,-162.319
48.135,321.838,-169.275
53.129,327.664,-163.961
45.322,333.097,-148.537
44.675,335.5,-145.77
44.718,329.264,-147.191
45.618,330.631,-153.795
51.149,325.985,-167.647
46.979,323.637,-166.477
46.885,323.562,-166.664
46.851,323.718,-166.535
48.954,323.68,-169.82
46.19,330.695,-164.278
45.716,336.709,-144.253
46.735,336.066,-142.37
46.661,336.643,-142.132
44.967,329.152,-159.414
45.968,325.945,-165.129
46.78,323.888,-167.223
49.358,323.749,-170.13
45.437,336.323,-144.994
45.448,336.385,-144.913
44.765,329.457,-147.354
51.944,325.239,-167.643
45.962,336.909,-143.77
50.354,324.388,-169.109
45.179,331.345,-148.266
48.307,324.113,-168.779
49.682,324.116,-169.626
50.518,321.408,-170.295
43.313,326.76,-161.296
43.174,326.814,-161.612
38.256,333.479,-147.653
38.806,334.557,-147.202
38.464,334.267,-147.274
36.675,332.399,-147.875
37.441,333.294,-147.497
37.273,333.003,-147.555
36.452,331.801,-148.195
39.315,334.967,-147.115
40.697,333.708,-158.296
42.198,326.174,-160.804
43.469,327.42,-162.293
36.719,332.088,-147.987
38.037,333.784,-147.353
37.552,333.433,-147.476
28.859,336.651,-165.49
28.162,334.027,-168.537
24.5,334.018,-169.569
30.741,334.88,-165.274
31.405,336.209,-164.258
26.992,331.808,-169.368
29.363,333.806,-167.232
29.303,333.638,-167.208
29.341,333.918,-167.398
28.415,334.179,-168.407
28.32,334.068,-168.458
36.967,329.195,-163.952
43.351,326.189,-163.351
41.269,325.292,-165.842
41.397,325.547,-165.607
42.518,324.756,-164.691
42.066,324.855,-165.302
41.244,321.637,-167.806
39.484,319.231,-168.784
35.05,321.064,-168.726
35.24,323.606,-167.461
35.453,323.929,-167.524
35.638,322.119,-167.76
35.627,321.96,-167.778
37.238,329.58,-163.808
36.763,330.962,-162.921
39.004,320.223,-169.031
38.616,314.412,-168.926
39.011,321.469,-168.602
39.647,325.699,-166.706
39.902,325.721,-166.59
41.587,330.144,-163.602
36.594,330.232,-162.847
38.636,320.198,-169.144
37.192,327.221,-165.49
37.229,317.551,-170.615
41.148,327.904,-163.978
38.693,326.658,-165.528
49.715,323.283,-122.671
49.637,323.426,-122.824
49.076,324.981,-118.685
48.89,324.757,-119.562
49.842,326.18,-125.426
49.252,325.159,-118.368
49.201,325.288,-118.363
49.138,325.122,-118.505
49.163,326.706,-119.893
49.21,326.73,-119.655
49.063,325.939,-121.44
50.531,329.172,-122.557
51.445,334.65,-127.159
50.11,325.251,-125.593
48.806,325.1,-120.642
48.698,325.232,-120.628
48.797,325.962,-120.727
48.75,325.587,-120.764
48.886,326.186,-120.618
49.52,326.528,-118.429
56.604,332.187,-127.695
57.698,330.805,-128.196
50.56,330.166,-125.976
50.323,326.719,-126.418
50.901,330.056,-123.72
48.791,325.258,-120.742
48.819,325.436,-120.844
50.635,332.952,-126.685
50.585,333.745,-126.904
52.023,330.31,-127.423
56.504,333.706,-127.506
49.016,326.468,-120.332
49.004,326.359,-120.521
49.005,333.609,-119.81
54.725,329.627,-128.005
55.563,330.202,-127.898
56.323,330.431,-127.914
35.132,339.391,-132.886
38.862,344.701,-138.676
39.884,338.245,-128.059
35.49,339.075,-130.549
35.709,338.985,-131.708
35.5,339.1,-132.285
35.889,339.838,-134.338
35.814,339.875,-134.243
35.825,339.756,-134.187
40.25,338.145,-128.512
40.443,338.188,-128.68
39.113,337.871,-129.494
39.156,337.873,-129.706
39.314,337.781,-129.61
39.321,337.824,-129.401
36.47,340.44,-135.052
36.02,340.215,-134.737
35.973,340.058,-134.577
35.76,339.645,-134.038
43.85,335.144,-127.721
49.947,320.624,-170.341
48.708,325.405,-120.718
48.905,326.344,-120.451
49.126,326.722,-119.799
48.772,324.772,-119.849
49.268,325.505,-118.276
49.289,325.707,-118.264
49.468,326.283,-118.341
50.924,335.15,-122.166
51.604,338.491,-125.19
51.366,318.269,-63.918
51.526,317.945,-63.762
42.201,303.643,57.281
60.871,315.572,129.122
35.611,296.293,108.382
34.642,295.804,65.112
41.261,303.595,61.871
31.558,293.842,91.101
40.503,298.746,83.22
53.311,318.345,-32.78
35.405,284.467,31.703
40.899,305.515,63.981
57.296,323.832,-96.244
57.491,324.058,-96.134
51.39,318.201,-63.861
51.369,318.241,-63.875
51.428,318.251,-63.996
54.399,321.786,-39.961
52.025,318.924,-65.354
40.631,306.812,67.26
53.073,320.123,-70.317
53.865,321.772,-43.698
40.692,306.611,57.79
40.31,306.294,77.497
40.818,308.067,46.843
38.869,307.053,74.665
36.254,304.173,73.548
52.442,322.586,-73.979
52.965,322.554,-37.511
39.585,308.33,71.769
20.895,287.606,54.102
48.379,318.815,-24.987
38.639,308.281,57.403
27.171,296.314,96.948
39.095,308.998,70.9
52.271,323.371,-42.219
42.711,313.401,-9.173
42.999,313.723,-59.258
39.012,287.356,95.247
51.391,323.173,-79.174
49.17,320.691,-26.653
48.189,320.366,-83.689
55.94,317.171,126.038
42.546,301.017,61.241
53.472,313.671,115.39
41.641,299.192,53.735
41.659,299.357,53.804
41.696,299.452,53.912
57.218,316.17,125.778
42.649,335.072,-47.544
54.306,312.667,114.136
47.835,304.154,92.368
42.876,297.218,53.754
60.036,316.026,128.85
42.774,293.158,112.481
42.477,293.075,112.492
48.571,329.222,-95.462
42.288,294.883,73.049
42.164,294.906,72.899
42.375,294.857,72.822
42.629,294.569,73.454
42.638,294.627,73.359
42.766,294.909,73.087
48.548,329.306,-95.634
34.69,285.703,84.927
33.529,284.438,72.37
43.792,294.988,116.133
45.594,295.892,54.873
29.777,301.711,63.619
60.253,287.937,118.685
60.011,287.85,118.417
44.62,320.52,120.299
44.82,320.509,120.26
43.291,320.501,120.259
28.758,309.126,-31.216
59.369,288.155,117.139
61.278,290.662,123.174
59.641,289.101,120.783
65.546,314.642,132.944
53.129,305.233,103.226
59.171,288.85,116.455
59.43,289.246,114.323
37.42,283.301,82.702
59.302,289.292,114.249
60.432,290.71,123.424
62.303,292.685,124.047
58.593,289.562,113.059
59.8,291.122,123.118
58.808,289.499,113.792
58.549,289.605,112.721
67.222,299.29,133.238
58.301,289.793,112.2
61.665,293.698,126.613
58.194,289.824,111.99
61.14,293.436,126.532
58.094,289.878,111.622
36.245,281.591,75.518
37.475,282.808,81.287
59.943,292.421,124.224
69.16,302.477,133.329
57.759,290.309,110.436
66.168,299.251,131.318
62.768,295.743,127.217
65.225,299.009,130.835
57.567,290.402,110.201
60.62,294.196,127.235
60.571,294.371,127.319
61.417,295.37,128.818
69.21,304.073,131.122
63.557,297.639,127.625
63.869,298.147,128.256
69.427,304.253,131.326
63.892,298.803,132.943
56.877,290.817,108.585
57.94,292.042,113.246
60.477,295.252,128.045
56.672,291.002,107.668
56.762,290.957,107.838
56.907,292.074,107.578
63.467,299.124,126.667
56.081,291.307,106.567
55.976,291.361,106.38
56.083,291.707,107.164
65.177,302.13,128.818
60.513,296.968,130.188
64.163,300.615,127.067
60.473,297.131,130.338
55.414,291.558,105.438
68.689,306.77,134.433
55.709,292.276,104.88
55.31,291.596,105.265
29.185,320.338,-30.858
60.309,297.063,129.969
38.777,339.823,-37.334
65.911,304.053,136.194
55.041,291.649,104.522
54.897,291.738,104.432
55.366,291.977,104.334
55.003,291.722,104.303
54.949,291.75,104.09
54.807,291.992,104.733
55.13,292.001,103.977
65.542,303.671,129.42
54.928,291.817,103.883
66.02,304.326,129.885
54.92,291.933,103.76
55.03,292.137,103.698
54.753,291.861,103.791
54.666,291.898,103.559
60.916,298.968,120.246
59.23,297.245,124.41
54.596,291.926,103.842
54.539,291.915,103.622
65.935,304.629,129.809
54.45,291.907,103.396
65.617,304.253,129.423
54.769,292.214,104.831
54.335,291.901,103.141
60.981,299.219,120.278
60.731,298.966,119.592
18.987,330.668,104.437
57.688,296.015,112.874
53.951,291.939,102.265
58.53,297.759,122.483
58.177,296.555,112.358
63.146,302.591,123.419
58.54,297.652,122.152
67.775,307.602,135.232
53.562,291.98,101.573
65.078,304.977,136.464
53.391,292.015,101.455
53.512,292.004,101.399
54.865,299.394,121.383
34.167,314.483,96.148
34.211,314.368,95.93
68.514,309.354,131.458
59.03,298.832,130.849
34.186,314.499,96.214
53.112,292.642,101.737
52.952,292.272,101.112
52.615,292.137,100.07
52.752,292.185,100.032
52.787,292.135,100.282
66.157,307.259,136.311
53.194,292.937,100.256
52.472,292.147,99.909
52.403,292.14,99.725
62.431,303.278,135.18
57.015,297.275,111.593
57.24,298.064,113.984
52.271,292.851,100.343
36.894,295.584,109.489
51.755,292.248,98.672
52.006,292.81,98.238
56.928,298.202,109.657
51.292,292.351,98.117
56.882,298.587,113.496
36.542,292.357,55.058
55.915,297.785,108.115
51.22,292.366,97.919
72.485,263.842,107.826
68.038,311.597,132.536
43.066,294.634,76.022
51.155,292.929,97.073
43.289,294.832,76.682
43.142,294.807,76.569
62.348,305.895,136.133
56.505,299.255,124.971
43.471,294.848,76.917
50.76,292.415,97.211
50.583,292.41,96.977
44.23,293.912,81.496
54.429,291.988,102.79
48.809,292.568,93.373
48.359,292.746,92.449
47.557,293.004,90.711
49.028,292.721,93.419
48.094,299.493,98.074
50.235,292.427,96.375
65.102,308.728,136.544
37.347,293.039,85.846
61.985,305.286,135.782
57.997,301.633,134.016
40.672,297.573,81.478
43.322,294.733,75.89
43.101,294.889,76.727
44.402,294.075,80.509
44.149,293.656,80.032
46.661,293.298,88.905
46.755,293.224,89.155
52.333,292.341,99.094
52.288,292.587,98.834
49.707,292.477,95.429
49.309,292.579,94.345
49.38,292.562,94.562
48.004,292.886,91.81
47.613,292.908,91.298
46.654,293.47,88.317
46.238,293.615,87.535
46.017,294.084,86.287
36.261,322.834,115.931
55.816,299.36,129.589
55.646,304.497,107.575
47.942,299.478,96.541
55.341,298.947,108.089
37.856,293.471,90.497
37.81,293.117,91.13
40.957,297.088,77.645
67.322,312.648,133.139
41.996,296.064,75.474
43.577,294.683,77.494
42.972,294.629,75.578
43.072,294.604,75.322
43.164,294.627,75.52
42.795,294.711,75.52
42.889,294.611,75.396
49.278,292.585,94.172
43.666,294.496,77.784
43.079,294.605,75.695
43.067,294.617,75.858
45.483,294.437,84.135
55.678,299.415,110.975
49.134,292.557,94.203
51.959,292.22,98.804
48.97,292.533,93.707
52.929,292.182,100.249
64.006,309.783,136.539
43.589,292.87,55.471
47.879,292.837,91.887
48.691,292.562,93.396
46.596,294.126,87.47
46.093,293.672,87.579
54.371,304.791,130.651
60.513,305.974,119.64
48.802,293.336,94.759
54.401,304.94,130.815
54.066,298.861,105.039
48.48,292.639,92.879
48.41,292.668,92.693
48.434,292.649,93.047
48.256,292.694,92.593
56.079,301.403,107.639
54.276,299.581,107.128
48.206,292.739,92.323
48.077,292.743,92.227
23.1,302.467,40.32
60.294,306.692,119.391
36.177,290.697,35.495
53.488,299.476,117.563
46.02,291.002,58.16
46.509,291.722,59.445
48.605,327.808,-94.186
65.288,312.759,130.776
37.61,281.939,78.504
37.583,281.98,78.687
47.341,292.97,90.764
37.682,281.937,78.14
37.883,282.313,78.109
37.845,282.177,77.975
